users_count,traffic_level,team_size,update_frequency,integrations,security_level,scalability_need,architecture,deployment_method,api_style
111764,High,41,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
42805,High,30,Weekly,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
7904,Low,7,Weekly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
56793,High,39,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1473,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
23389,Medium,21,Daily,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
3753,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
3041,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
38741,High,16,Weekly,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
31283,High,24,Weekly,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
14721,Low,9,Weekly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
80677,High,38,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
179314,High,22,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4149,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
1366,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
2841,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
19456,Low,12,Weekly,7,High,Low,Containerized App,Docker Container Deployment,REST API
154727,High,49,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1446,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
12064,Medium,11,Weekly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
1168,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
2782,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
4304,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
44942,Medium,24,Daily,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
44048,High,24,Weekly,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
1636,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
36897,High,19,Weekly,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
43265,Medium,17,Daily,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
131761,High,37,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
35798,Medium,16,Weekly,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
26844,Medium,23,Daily,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
126057,High,25,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
108349,High,40,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
40535,Medium,23,Daily,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
2850,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
78331,High,34,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
20043,High,17,Weekly,14,High,High,Microservices,Microservices with Docker,REST API + gRPC
46782,Medium,27,Daily,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
169017,High,32,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4166,Low,2,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
13701,Low,11,Weekly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
52046,High,42,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
136297,High,25,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2985,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
94410,High,28,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
13958,Medium,13,Weekly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
10275,Medium,9,Monthly,5,High,Low,Containerized App,Docker Container Deployment,REST API
17753,Medium,11,Weekly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
2937,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
3855,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
38414,High,23,Weekly,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
181420,High,34,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
35624,Medium,22,Weekly,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
149963,High,40,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
19332,Low,7,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
55690,High,45,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
19259,Low,12,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
165609,High,45,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
81437,High,23,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3363,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
66816,High,26,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
19054,Low,12,Monthly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
47202,High,17,Weekly,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
1581,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
114871,High,22,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
33957,Medium,23,Weekly,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
2212,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
12727,Low,11,Monthly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
150670,High,46,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
44003,High,20,Daily,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
3408,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
36535,High,25,Weekly,14,High,High,Microservices,Microservices with Docker,REST API + gRPC
4233,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
132828,High,44,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2673,Low,3,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
181683,High,45,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
179628,High,44,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
77388,High,21,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
7714,Low,10,Weekly,6,High,Low,Containerized App,Docker Container Deployment,REST API
12625,Medium,9,Monthly,6,High,Low,Containerized App,Docker Container Deployment,REST API
171248,High,40,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
164523,High,43,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4697,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
49640,Medium,24,Weekly,11,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
27436,Medium,20,Daily,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
8978,Medium,9,Weekly,8,High,Low,Containerized App,Docker Container Deployment,REST API
1798,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
4434,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
15099,Low,6,Monthly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
21515,Medium,22,Daily,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
10945,Low,7,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
1837,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
10161,Low,12,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
91399,High,21,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
164469,High,25,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
153,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
146751,High,20,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
105492,High,29,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4713,Low,3,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
132908,High,30,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
41312,High,29,Daily,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
12024,Medium,6,Monthly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
400,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
6921,Low,12,Monthly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
1095,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
1472,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
4888,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
10157,Medium,11,Weekly,6,High,Low,Containerized App,Docker Container Deployment,REST API
22964,High,27,Weekly,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
25319,High,19,Daily,13,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
1538,Low,3,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
158689,High,33,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
10040,Low,11,Weekly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
3461,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
105611,High,41,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4188,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
38686,High,22,Daily,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
27047,Medium,29,Daily,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
88999,High,21,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3011,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
44543,High,29,Weekly,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
2901,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
95470,High,21,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
176364,High,36,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
35180,Medium,16,Weekly,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
19241,Low,10,Weekly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
14063,Medium,7,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
154,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
35162,High,21,Daily,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
17874,Low,11,Weekly,8,High,Low,Containerized App,Docker Container Deployment,REST API
17830,Low,9,Weekly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
32250,High,30,Daily,9,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
18776,Low,8,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
2430,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
26945,High,22,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
2800,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
120735,High,20,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2087,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
4299,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
25863,High,21,Weekly,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
83497,High,30,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4322,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
2231,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
19797,Low,15,Monthly,4,Medium,Low,Containerized App,Docker Container Deployment,REST API
2551,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
44473,High,29,Daily,11,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
16412,Medium,10,Weekly,7,High,Low,Containerized App,Docker Container Deployment,REST API
37424,High,28,Daily,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
161833,High,42,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
9755,Low,11,Weekly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
13634,Medium,7,Monthly,4,Medium,Low,Containerized App,Docker Container Deployment,REST API
494,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
151554,High,29,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
5655,Low,6,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
17502,Low,15,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
5960,Low,10,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
195284,High,37,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
749,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
13314,Low,10,Monthly,3,High,Low,Containerized App,Docker Container Deployment,REST API
1646,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
614,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
499,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
42582,High,25,Daily,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
11736,Medium,15,Weekly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
13740,Medium,6,Monthly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
37485,Medium,27,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
43969,High,29,Daily,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
20259,Medium,20,Weekly,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
40096,High,29,Weekly,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
3222,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
153704,High,40,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1021,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
154012,High,48,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
134606,High,34,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2242,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
9972,Low,10,Weekly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
48024,Medium,28,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
5285,Medium,10,Monthly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
